watch_id,profile_id,content_id,watch_duration_min,completion_rate_percent,device,timestamp
W00416,P0316,C0227,67,12,TV,2024-01-12 14:42:00
W00417,P0060,C0360,99,77,Tablet,2024-05-26 11:05:00
W00418,P0005,C0318,49,47,Laptop,2024-02-17 10:19:00
W00419,P0453,C0333,129,79,TV,2024-02-21 14:23:00
W00420,P0462,C0268,41,58,TV,2024-03-10 17:02:00
W00421,P0454,C0243,11,17,Tablet,2024-04-11 20:39:00
W00422,P0391,C0360,114,94,TV,2024-05-22 11:54:00
W00423,P0181,C0318,148,54,Laptop,2024-03-22 10:03:00
W00424,P0145,C0246,146,38,Laptop,2024-01-04 15:02:00
W00425,P0315,C0199,138,88,Tablet,2024-04-18 02:42:00
W00426,P0265,C0282,142,58,TV,2024-02-17 08:30:00
W00427,P0223,C0269,36,33,Tablet,2024-03-13 01:55:00
W00428,P0406,C0333,138,30,TV,2024-03-21 05:36:00
W00429,P0301,C0193,6,32,Laptop,2024-04-22 12:16:00
W00430,P0457,C0217,43,37,TV,2024-04-05 13:59:00
W00431,P0443,C0104,53,41,TV,2024-05-26 22:26:00
W00432,P0336,C0185,31,31,Laptop,2024-03-09 17:16:00
W00433,P0484,C0267,60,71,Laptop,2024-01-31 11:59:00
W00434,P0482,C0107,18,76,Laptop,2024-04-23 07:59:00
W00435,P0237,C0332,107,82,TV,2024-01-22 22:52:00
W00436,P0013,C0351,122,15,Tablet,2024-03-07 15:05:00
W00437,P0339,C0185,126,74,Laptop,2024-02-11 05:19:00
W00438,P0268,C0293,109,31,TV,2024-05-05 04:36:00
W00439,P0420,C0223,29,60,Tablet,2024-02-04 11:35:00
W00440,P0266,C0189,57,77,Mobile,2024-01-30 00:56:00
W00441,P0016,C0195,15,66,Mobile,2024-02-16 19:46:00
W00442,P0092,C0400,41,81,TV,2024-01-19 23:13:00
W00443,P0248,C0145,13,64,TV,2024-01-08 13:13:00
W00444,P0019,C0353,32,51,Laptop,2024-04-22 22:30:00
W00445,P0360,C0151,59,61,TV,2024-01-30 10:46:00
W00446,P0390,C0165,131,70,Tablet,2024-03-07 18:08:00
W00447,P0388,C0154,74,28,TV,2024-02-05 00:24:00
W00448,P0414,C0322,31,10,Tablet,2024-02-06 00:00:00
W00449,P0103,C0172,14,50,Tablet,2024-05-22 02:20:00
W00450,P0095,C0268,130,72,Laptop,2024-05-15 03:07:00
W00451,P0430,C0286,7,97,Tablet,2024-05-07 03:20:00
W00452,P0283,C0243,47,57,TV,2024-05-06 04:16:00
W00453,P0429,C0119,103,90,Tablet,2024-02-04 03:13:00
W00454,P0213,C0110,11,41,Mobile,2024-04-13 21:28:00
W00455,P0037,C0372,46,59,Tablet,2024-02-03 15:41:00
W00456,P0393,C0271,101,23,TV,2024-05-07 21:23:00
W00457,P0061,C0116,8,26,Laptop,2024-04-11 18:18:00
W00458,P0291,C0180,140,39,TV,2024-04-08 15:09:00
W00459,P0362,C0384,88,60,TV,2024-02-03 00:44:00
W00460,P0303,C0290,149,71,TV,2024-03-01 01:22:00
W00461,P0244,C0248,9,33,Mobile,2024-05-02 05:57:00
W00462,P0405,C0263,117,72,Laptop,2024-01-16 18:09:00
W00463,P0401,C0365,141,23,Mobile,2024-05-24 06:14:00
W00464,P0311,C0238,140,43,Tablet,2024-05-03 23:01:00
W00465,P0344,C0130,11,68,Tablet,2024-03-06 07:29:00
W00466,P0351,C0268,41,74,Mobile,2024-01-13 03:03:00
W00467,P0006,C0191,59,95,Laptop,2024-04-20 08:27:00
W00468,P0377,C0191,71,42,Tablet,2024-02-03 04:54:00
W00469,P0419,C0311,140,67,Laptop,2024-05-15 20:38:00
W00470,P0306,C0400,73,27,Mobile,2024-04-29 17:30:00
W00471,P0165,C0274,9,21,Tablet,2024-04-27 12:12:00
W00472,P0013,C0234,21,83,Mobile,2024-02-22 05:20:00
W00473,P0025,C0124,115,75,Tablet,2024-05-24 20:56:00
W00474,P0224,C0301,62,11,TV,2024-01-13 23:46:00
W00475,P0123,C0319,108,79,Laptop,2024-02-22 22:16:00
W00476,P0129,C0107,117,93,Mobile,2024-01-25 12:05:00
W00477,P0305,C0106,96,37,TV,2024-01-31 05:36:00
W00478,P0122,C0218,72,51,Mobile,2024-01-23 09:03:00
W00479,P0035,C0261,32,12,Mobile,2024-03-14 17:13:00
W00480,P0083,C0185,93,57,Laptop,2024-02-23 10:59:00
W00481,P0309,C0348,110,98,Mobile,2024-04-23 17:17:00
W00482,P0436,C0266,71,96,Laptop,2024-04-19 16:51:00
W00483,P0182,C0245,126,22,Mobile,2024-02-22 06:47:00
W00484,P0076,C0131,105,66,Tablet,2024-03-19 17:25:00
W00485,P0104,C0320,16,97,TV,2024-01-30 11:42:00
W00486,P0232,C0233,105,12,Tablet,2024-01-04 20:28:00
W00487,P0303,C0164,8,72,Laptop,2024-02-28 12:55:00
W00488,P0043,C0176,125,47,Laptop,2024-01-12 21:53:00
W00489,P0404,C0231,46,68,TV,2024-03-22 05:53:00
W00490,P0417,C0138,26,37,Laptop,2024-05-06 18:18:00
W00491,P0093,C0154,5,35,Tablet,2024-04-14 16:30:00
W00492,P0144,C0230,52,93,TV,2024-04-02 19:37:00
W00493,P0254,C0318,47,100,Laptop,2024-01-18 18:39:00
W00494,P0078,C0102,106,74,Laptop,2024-02-07 03:28:00
W00495,P0263,C0346,22,83,Laptop,2024-03-27 18:31:00
W00496,P0070,C0240,80,83,Laptop,2024-02-19 06:29:00
W00497,P0149,C0396,149,70,Mobile,2024-03-09 15:39:00
W00498,P0292,C0358,86,66,Mobile,2024-04-30 19:40:00
W00499,P0214,C0205,14,10,Mobile,2024-05-18 10:32:00
W00500,P0360,C0285,28,41,Laptop,2024-03-05 02:16:00
W00501,P0310,C0344,144,41,Mobile,2024-04-09 15:10:00
W00502,P0147,C0264,8,36,Laptop,2024-02-20 02:20:00
W00503,P0025,C0232,130,22,Tablet,2024-03-23 02:56:00
W00504,P0323,C0303,137,26,Laptop,2024-04-21 11:30:00
W00505,P0484,C0310,84,37,TV,2024-05-24 07:50:00
W00506,P0109,C0201,9,98,TV,2024-02-29 10:31:00
W00507,P0181,C0371,87,61,TV,2024-05-17 02:54:00
W00508,P0251,C0149,10,45,Laptop,2024-01-23 03:54:00
W00509,P0482,C0339,11,56,TV,2024-01-13 18:44:00
W00510,P0203,C0315,14,75,TV,2024-01-24 08:42:00
W00511,P0304,C0391,82,41,Laptop,2024-01-17 07:10:00
W00512,P0170,C0380,46,41,Laptop,2024-01-25 08:52:00
W00513,P0175,C0177,66,79,Mobile,2024-03-24 16:18:00
W00514,P0347,C0251,129,64,Laptop,2024-05-19 21:56:00
W00515,P0170,C0397,26,82,Mobile,2024-02-11 15:12:00
W00516,P0002,C0257,61,89,Laptop,2024-04-10 22:07:00
W00517,P0134,C0298,100,98,Tablet,2024-04-12 08:59:00
W00518,P0127,C0387,143,49,TV,2024-02-10 22:58:00
W00519,P0046,C0124,146,37,Tablet,2024-02-16 03:46:00
W00520,P0194,C0109,35,90,Laptop,2024-04-14 14:51:00
W00521,P0362,C0232,8,40,Tablet,2024-01-13 03:29:00
W00522,P0209,C0177,113,96,Mobile,2024-05-20 18:43:00
W00523,P0296,C0326,122,40,Laptop,2024-01-31 14:57:00
W00524,P0058,C0231,97,35,Laptop,2024-01-16 10:48:00
W00525,P0496,C0190,103,13,Tablet,2024-03-13 19:49:00
W00526,P0078,C0217,81,67,TV,2024-02-23 15:51:00
W00527,P0202,C0210,87,88,Laptop,2024-04-09 10:20:00
W00528,P0493,C0371,119,32,TV,2024-03-27 19:56:00
W00529,P0289,C0327,65,78,Tablet,2024-05-16 12:55:00
W00530,P0490,C0344,104,69,Tablet,2024-01-07 04:33:00
W00531,P0062,C0155,138,52,Tablet,2024-01-03 17:31:00
W00532,P0268,C0137,83,98,Mobile,2024-03-10 15:39:00
W00533,P0126,C0155,10,35,Laptop,2024-05-28 08:59:00
W00534,P0480,C0112,70,76,Tablet,2024-02-23 18:08:00
W00535,P0049,C0285,147,77,Tablet,2024-04-09 21:15:00
W00536,P0088,C0337,80,64,Mobile,2024-01-13 22:16:00
W00537,P0334,C0393,44,56,Laptop,2024-02-18 01:57:00
W00538,P0261,C0304,11,91,TV,2024-02-23 09:24:00
W00539,P0179,C0311,26,68,Laptop,2024-02-13 00:52:00
W00540,P0069,C0326,76,84,Tablet,2024-03-14 09:17:00
W00541,P0367,C0107,110,84,TV,2024-01-13 18:45:00
W00542,P0416,C0320,143,25,Mobile,2024-01-24 14:27:00
W00543,P0493,C0128,134,67,Mobile,2024-05-21 19:21:00
W00544,P0433,C0393,34,98,Tablet,2024-05-10 01:50:00
W00545,P0481,C0312,72,10,TV,2024-04-11 00:16:00
W00546,P0060,C0289,93,99,Laptop,2024-01-12 20:05:00
W00547,P0302,C0175,77,54,Tablet,2024-04-25 09:00:00
W00548,P0452,C0342,76,15,TV,2024-05-01 20:11:00
W00549,P0249,C0214,137,100,TV,2024-03-30 03:49:00
W00550,P0478,C0267,70,61,TV,2024-03-05 01:58:00
W00551,P0169,C0206,89,28,TV,2024-01-16 07:44:00
W00552,P0465,C0251,53,52,Mobile,2024-04-13 11:37:00
W00553,P0451,C0184,12,28,TV,2024-01-27 02:54:00
W00554,P0269,C0312,6,48,TV,2024-05-13 23:34:00
W00555,P0364,C0367,32,41,Tablet,2024-02-02 00:54:00
W00556,P0112,C0369,143,74,Mobile,2024-01-07 12:35:00
W00557,P0100,C0277,50,98,Mobile,2024-02-26 00:11:00
W00558,P0402,C0371,130,56,Mobile,2024-01-16 11:59:00
W00559,P0215,C0282,25,22,Laptop,2024-02-12 06:12:00
W00560,P0483,C0259,36,83,Laptop,2024-05-14 20:51:00
W00561,P0113,C0289,81,91,Mobile,2024-04-20 05:06:00
W00562,P0097,C0286,25,45,Tablet,2024-03-15 12:55:00
W00563,P0307,C0346,38,95,TV,2024-02-14 20:37:00
W00564,P0118,C0142,142,79,TV,2024-02-28 10:43:00
W00565,P0036,C0385,69,36,Mobile,2024-04-13 03:14:00
W00566,P0337,C0400,69,81,Mobile,2024-04-07 20:49:00
W00567,P0359,C0394,92,33,Laptop,2024-03-19 19:07:00
W00568,P0290,C0281,71,29,Mobile,2024-01-04 18:47:00
W00569,P0396,C0282,47,95,Laptop,2024-05-16 10:30:00
W00570,P0389,C0318,119,18,Mobile,2024-05-12 10:07:00
W00571,P0304,C0263,145,48,TV,2024-03-15 19:26:00
W00572,P0360,C0146,122,92,Mobile,2024-02-01 08:59:00
W00573,P0347,C0192,8,10,TV,2024-01-22 03:52:00
W00574,P0124,C0205,27,20,Mobile,2024-01-17 18:33:00
W00575,P0040,C0307,74,83,Laptop,2024-04-15 00:25:00
W00576,P0141,C0239,45,10,Mobile,2024-01-25 23:37:00
W00577,P0026,C0129,124,100,Tablet,2024-02-14 22:42:00
W00578,P0142,C0351,94,90,TV,2024-01-11 07:40:00
W00579,P0352,C0291,56,53,TV,2024-04-13 18:11:00
W00580,P0395,C0147,149,60,TV,2024-04-04 23:55:00
W00581,P0422,C0351,55,26,Mobile,2024-03-05 17:52:00
W00582,P0336,C0363,135,75,Tablet,2024-02-21 18:45:00
W00583,P0057,C0164,59,32,Tablet,2024-02-26 09:18:00
W00584,P0150,C0368,123,50,Laptop,2024-01-26 00:04:00
W00585,P0367,C0112,117,68,Laptop,2024-03-24 06:00:00
W00586,P0400,C0392,39,83,Laptop,2024-02-23 15:45:00
W00587,P0205,C0129,72,34,Tablet,2024-01-15 12:15:00
W00588,P0076,C0239,96,26,TV,2024-03-01 19:05:00
W00589,P0466,C0185,63,28,TV,2024-01-21 07:32:00
W00590,P0285,C0174,17,91,Laptop,2024-05-13 21:57:00
W00591,P0210,C0351,66,91,Laptop,2024-03-02 09:57:00
W00592,P0494,C0324,98,55,Mobile,2024-03-18 11:53:00
W00593,P0386,C0147,7,44,Mobile,2024-02-15 20:46:00
W00594,P0438,C0181,25,83,Tablet,2024-01-03 16:29:00
W00595,P0258,C0221,108,32,Mobile,2024-01-06 18:36:00
W00596,P0259,C0143,69,95,Laptop,2024-01-08 08:12:00
W00597,P0477,C0246,17,53,Laptop,2024-04-17 19:44:00
W00598,P0184,C0174,81,18,Laptop,2024-03-15 05:32:00
W00599,P0328,C0153,113,41,TV,2024-02-19 14:22:00
W00600,P0011,C0333,100,99,Laptop,2024-03-10 04:31:00
W00601,P0460,C0395,97,68,Mobile,2024-03-08 21:15:00
W00602,P0160,C0300,49,51,Tablet,2024-02-17 11:35:00
W00603,P0260,C0262,66,71,Mobile,2024-03-04 18:33:00
W00604,P0393,C0137,34,28,TV,2024-03-16 19:22:00
W00605,P0088,C0197,18,44,Mobile,2024-04-10 04:33:00
W00606,P0369,C0149,14,85,Mobile,2024-01-19 05:10:00
W00607,P0184,C0110,10,17,TV,2024-04-11 14:45:00
W00608,P0016,C0140,123,98,Mobile,2024-05-13 21:23:00
W00609,P0465,C0253,23,100,TV,2024-04-17 14:42:00
W00610,P0495,C0206,16,52,Mobile,2024-01-29 02:04:00
W00611,P0244,C0141,121,54,TV,2024-04-07 21:36:00
W00612,P0086,C0264,107,15,Tablet,2024-04-16 04:04:00
W00613,P0199,C0358,118,22,Tablet,2024-03-20 07:29:00
W00614,P0010,C0311,86,20,TV,2024-01-08 19:24:00
W00615,P0477,C0302,13,79,Laptop,2024-04-15 00:07:00
W00616,P0164,C0295,138,78,TV,2024-04-05 08:14:00
W00617,P0024,C0153,133,16,Mobile,2024-04-03 13:52:00
W00618,P0064,C0247,97,64,Laptop,2024-02-08 09:52:00
W00619,P0312,C0382,103,64,Laptop,2024-03-24 12:33:00
W00620,P0238,C0343,103,28,Laptop,2024-03-26 01:32:00
W00621,P0462,C0151,34,15,TV,2024-03-26 17:47:00
W00622,P0462,C0214,39,98,TV,2024-05-16 07:00:00
W00623,P0345,C0373,67,18,Laptop,2024-03-14 19:39:00
W00624,P0238,C0220,32,29,TV,2024-04-13 05:21:00
W00625,P0022,C0289,36,34,Tablet,2024-02-24 07:35:00
W00626,P0180,C0146,73,59,Mobile,2024-03-31 13:09:00
W00627,P0306,C0343,114,81,Mobile,2024-04-10 19:38:00
W00628,P0047,C0150,101,59,Mobile,2024-04-30 05:48:00
W00629,P0279,C0111,136,47,TV,2024-04-17 19:56:00
W00630,P0224,C0148,146,75,Mobile,2024-01-10 12:19:00
W00631,P0218,C0156,19,66,Tablet,2024-01-09 21:10:00
W00632,P0499,C0108,24,31,Mobile,2024-02-03 02:08:00
W00633,P0475,C0114,24,65,Tablet,2024-03-29 10:04:00
W00634,P0237,C0315,103,45,TV,2024-03-11 16:19:00
W00635,P0204,C0345,72,60,TV,2024-05-27 10:28:00
W00636,P0339,C0154,22,77,Mobile,2024-04-03 23:02:00
W00637,P0019,C0373,37,10,Laptop,2024-03-31 11:57:00
W00638,P0180,C0231,129,57,Tablet,2024-01-17 04:33:00
W00639,P0162,C0109,68,42,Laptop,2024-04-25 14:20:00
W00640,P0480,C0312,73,33,Tablet,2024-03-31 18:25:00
W00641,P0285,C0222,49,58,TV,2024-03-08 16:00:00
W00642,P0061,C0214,114,78,TV,2024-04-23 18:01:00
W00643,P0085,C0120,24,67,Tablet,2024-04-18 23:47:00
W00644,P0035,C0121,39,57,Tablet,2024-04-25 21:29:00
W00645,P0490,C0308,138,66,TV,2024-02-28 17:44:00
W00646,P0005,C0133,95,73,Tablet,2024-04-14 20:16:00
W00647,P0076,C0233,13,62,Tablet,2024-05-24 21:41:00
W00648,P0253,C0291,23,69,Laptop,2024-04-07 16:55:00
W00649,P0007,C0126,107,99,Mobile,2024-03-08 11:48:00
W00650,P0169,C0189,89,52,Laptop,2024-05-18 13:43:00
W00651,P0130,C0192,67,50,TV,2024-05-28 01:38:00
W00652,P0473,C0133,99,35,Laptop,2024-03-16 04:41:00
W00653,P0138,C0338,139,68,TV,2024-04-24 06:42:00
W00654,P0358,C0118,41,58,Tablet,2024-04-18 11:39:00
W00655,P0300,C0374,93,73,Mobile,2024-02-16 05:26:00
W00656,P0326,C0389,96,14,TV,2024-02-09 06:44:00
W00657,P0091,C0127,40,53,Mobile,2024-05-11 13:10:00
W00658,P0163,C0208,21,27,Mobile,2024-04-15 01:23:00
W00659,P0318,C0326,94,66,Laptop,2024-05-22 12:33:00
W00660,P0458,C0119,96,98,TV,2024-04-25 18:52:00
W00661,P0253,C0323,53,49,Laptop,2024-05-15 09:12:00
W00662,P0201,C0381,85,55,Tablet,2024-04-21 19:30:00
W00663,P0020,C0204,38,67,Tablet,2024-04-21 10:14:00
W00664,P0229,C0389,141,94,TV,2024-02-15 15:23:00
W00665,P0163,C0137,24,33,TV,2024-03-08 04:30:00
W00666,P0165,C0344,72,37,Tablet,2024-05-08 11:46:00
W00667,P0232,C0143,81,55,TV,2024-04-20 21:43:00
W00668,P0328,C0226,106,77,Laptop,2024-01-27 00:39:00
W00669,P0238,C0109,144,81,Laptop,2024-01-24 08:55:00
W00670,P0120,C0114,129,63,TV,2024-01-04 04:49:00
W00671,P0438,C0231,77,42,Laptop,2024-04-25 04:38:00
W00672,P0351,C0284,83,76,TV,2024-04-18 09:40:00
W00673,P0383,C0382,117,93,Laptop,2024-04-04 04:13:00
W00674,P0369,C0153,137,44,Laptop,2024-03-02 11:20:00
W00675,P0107,C0141,29,48,Mobile,2024-02-26 11:39:00
W00676,P0250,C0121,105,56,Laptop,2024-02-23 22:29:00
W00677,P0336,C0395,35,80,TV,2024-04-10 11:19:00
W00678,P0284,C0308,38,100,Laptop,2024-05-14 18:28:00
W00679,P0198,C0251,72,14,Laptop,2024-03-01 03:31:00
W00680,P0416,C0169,126,46,Tablet,2024-01-03 06:23:00
W00681,P0220,C0127,50,10,TV,2024-03-26 14:03:00
W00682,P0395,C0216,73,95,Laptop,2024-02-07 06:59:00
W00683,P0426,C0242,31,65,Mobile,2024-05-20 22:46:00
W00684,P0151,C0141,49,16,Tablet,2024-02-27 05:05:00
W00685,P0286,C0206,22,73,Mobile,2024-01-30 11:41:00
W00686,P0265,C0174,36,17,Mobile,2024-04-10 08:56:00
W00687,P0220,C0160,6,73,Tablet,2024-04-21 23:54:00
W00688,P0216,C0398,24,66,Mobile,2024-05-05 08:15:00
W00689,P0315,C0222,42,37,TV,2024-05-02 17:50:00
W00690,P0156,C0303,5,35,TV,2024-04-27 08:23:00
W00691,P0216,C0111,146,43,Mobile,2024-01-22 03:32:00
W00692,P0335,C0247,141,31,TV,2024-02-23 11:00:00
W00693,P0359,C0316,140,29,Laptop,2024-01-16 15:37:00
W00694,P0114,C0114,20,23,Laptop,2024-02-01 07:22:00
W00695,P0161,C0167,118,32,Laptop,2024-01-09 16:16:00
W00696,P0303,C0280,12,76,Mobile,2024-05-18 00:09:00
W00697,P0098,C0342,27,28,Mobile,2024-01-17 07:15:00
W00698,P0406,C0260,77,87,TV,2024-04-20 02:32:00
W00699,P0157,C0110,38,48,TV,2024-05-02 15:16:00
W00700,P0162,C0224,22,46,TV,2024-04-10 18:45:00
W00701,P0042,C0373,113,10,Mobile,2024-03-05 20:14:00
W00702,P0180,C0341,48,28,TV,2024-02-20 18:24:00
W00703,P0303,C0243,147,24,Laptop,2024-05-06 18:31:00
W00704,P0330,C0267,19,98,Laptop,2024-04-13 18:39:00
W00705,P0051,C0157,97,10,Tablet,2024-05-02 20:21:00
W00706,P0252,C0238,131,40,Tablet,2024-01-01 16:46:00
W00707,P0429,C0117,125,61,Tablet,2024-05-01 02:46:00
W00708,P0350,C0373,27,52,Laptop,2024-05-05 05:12:00
W00709,P0120,C0103,75,55,Mobile,2024-03-21 12:42:00
W00710,P0075,C0343,113,95,TV,2024-03-13 19:24:00
W00711,P0162,C0208,36,59,TV,2024-03-10 04:21:00
W00712,P0149,C0151,118,29,Mobile,2024-03-24 22:11:00
W00713,P0123,C0274,37,71,Tablet,2024-01-03 22:40:00
W00714,P0141,C0216,17,52,Mobile,2024-03-03 09:20:00
W00715,P0182,C0283,120,14,Laptop,2024-03-16 02:54:00
W00716,P0409,C0254,141,88,Mobile,2024-04-18 03:02:00
W00717,P0378,C0347,71,75,Laptop,2024-03-05 16:02:00
W00718,P0277,C0176,36,21,Laptop,2024-01-15 18:43:00
W00719,P0257,C0344,77,66,Tablet,2024-02-01 14:23:00
W00720,P0442,C0181,109,69,TV,2024-05-07 06:08:00
W00721,P0325,C0329,133,64,Tablet,2024-03-23 00:42:00
W00722,P0245,C0172,117,80,Laptop,2024-04-25 08:07:00
W00723,P0086,C0318,110,75,Tablet,2024-03-18 13:45:00
W00724,P0071,C0343,73,81,TV,2024-02-02 21:33:00
W00725,P0269,C0178,73,82,Tablet,2024-05-11 12:07:00
W00726,P0493,C0258,65,36,Laptop,2024-02-28 15:24:00
W00727,P0180,C0148,12,37,TV,2024-03-23 15:01:00
W00728,P0279,C0398,11,46,Tablet,2024-04-30 16:32:00
W00729,P0149,C0124,149,88,Mobile,2024-03-23 03:12:00
W00730,P0006,C0210,74,28,TV,2024-01-27 22:39:00
W00731,P0148,C0152,58,60,Tablet,2024-05-13 16:39:00
W00732,P0332,C0390,40,22,Mobile,2024-01-13 21:03:00
W00733,P0168,C0359,70,54,TV,2024-03-04 10:58:00
W00734,P0009,C0239,7,15,Mobile,2024-03-20 14:50:00
W00735,P0178,C0375,17,10,Tablet,2024-02-12 18:32:00
W00736,P0284,C0144,33,34,Mobile,2024-05-27 18:38:00
W00737,P0395,C0359,61,35,Mobile,2024-01-02 23:19:00
W00738,P0116,C0213,14,22,Laptop,2024-01-22 14:42:00
W00739,P0096,C0327,67,28,Mobile,2024-02-26 13:59:00
W00740,P0331,C0165,77,19,TV,2024-01-07 20:29:00
W00741,P0344,C0263,112,54,Mobile,2024-04-28 07:30:00
W00742,P0056,C0264,105,80,Mobile,2024-04-23 16:54:00
W00743,P0207,C0266,100,24,TV,2024-03-23 20:02:00
W00744,P0105,C0139,101,96,Tablet,2024-03-12 19:07:00
W00745,P0035,C0253,6,40,Tablet,2024-04-22 17:15:00
W00746,P0209,C0369,114,17,Mobile,2024-05-05 05:30:00
W00747,P0281,C0175,134,39,TV,2024-05-12 21:46:00
W00748,P0369,C0357,127,10,Mobile,2024-05-19 23:44:00
W00749,P0355,C0300,120,25,TV,2024-05-13 18:40:00
W00750,P0147,C0198,41,20,TV,2024-01-05 09:28:00
W00751,P0489,C0204,134,36,Tablet,2024-03-18 18:12:00
W00752,P0287,C0264,65,95,Mobile,2024-04-27 14:47:00
W00753,P0081,C0213,44,49,Mobile,2024-02-28 17:36:00
W00754,P0050,C0203,29,92,Mobile,2024-03-02 00:49:00
W00755,P0087,C0137,127,53,Mobile,2024-04-21 00:18:00
W00756,P0191,C0206,41,79,Mobile,2024-05-02 09:18:00
W00757,P0303,C0287,31,66,Mobile,2024-02-02 19:24:00
W00758,P0001,C0121,88,57,Laptop,2024-03-24 06:30:00
W00759,P0381,C0248,48,49,Mobile,2024-03-19 03:34:00
W00760,P0442,C0229,76,48,Laptop,2024-01-14 03:34:00
W00761,P0138,C0287,136,93,Laptop,2024-05-26 02:07:00
W00762,P0136,C0384,59,12,Laptop,2024-02-23 12:39:00
W00763,P0362,C0299,77,64,Mobile,2024-05-27 17:32:00
W00764,P0381,C0335,16,10,TV,2024-01-24 05:37:00
W00765,P0154,C0208,146,32,Tablet,2024-03-03 11:53:00
W00766,P0162,C0109,10,76,TV,2024-04-14 09:28:00
W00767,P0019,C0326,51,71,TV,2024-05-15 03:37:00
W00768,P0462,C0309,119,43,Mobile,2024-03-02 03:21:00
W00769,P0328,C0345,72,26,TV,2024-01-17 05:21:00
W00770,P0243,C0388,63,57,TV,2024-01-06 22:28:00
W00771,P0129,C0166,141,100,Mobile,2024-03-02 11:20:00
W00772,P0176,C0253,123,62,Mobile,2024-03-22 07:04:00
W00773,P0409,C0291,52,70,Tablet,2024-03-11 16:58:00
W00774,P0280,C0318,13,96,Tablet,2024-05-10 12:57:00
W00775,P0431,C0254,50,20,Laptop,2024-04-07 22:48:00
W00776,P0084,C0377,147,24,Tablet,2024-02-04 03:27:00
W00777,P0376,C0182,76,99,Mobile,2024-01-02 09:45:00
W00778,P0222,C0321,132,20,TV,2024-01-22 02:33:00
W00779,P0325,C0380,114,16,Mobile,2024-02-08 03:38:00
W00780,P0451,C0211,149,56,Mobile,2024-01-20 09:12:00
W00781,P0416,C0192,39,17,TV,2024-05-27 18:51:00
W00782,P0145,C0112,136,14,Tablet,2024-05-26 09:55:00
W00783,P0445,C0239,52,90,TV,2024-04-20 23:57:00
W00784,P0106,C0255,146,96,Mobile,2024-02-22 13:21:00
W00785,P0325,C0123,50,75,Tablet,2024-05-29 19:17:00
W00786,P0011,C0320,52,100,Mobile,2024-01-27 01:12:00
W00787,P0166,C0337,11,72,Mobile,2024-04-05 09:19:00
W00788,P0196,C0353,99,30,Tablet,2024-03-10 12:24:00
W00789,P0231,C0283,64,80,TV,2024-04-09 18:02:00
W00790,P0147,C0298,39,99,Laptop,2024-01-02 06:52:00
W00791,P0359,C0270,148,21,Tablet,2024-03-05 09:54:00
W00792,P0238,C0223,23,20,Mobile,2024-01-10 13:40:00
W00793,P0497,C0134,134,63,Mobile,2024-03-19 22:18:00
W00794,P0471,C0103,72,90,Tablet,2024-05-29 15:46:00
W00795,P0401,C0106,102,19,Mobile,2024-02-17 15:16:00
W00796,P0013,C0202,11,25,Laptop,2024-05-02 21:11:00
W00797,P0219,C0292,51,24,Tablet,2024-01-22 14:27:00
W00798,P0257,C0113,47,67,Mobile,2024-04-07 06:53:00
W00799,P0002,C0136,36,88,Laptop,2024-01-25 04:43:00
W00800,P0210,C0170,149,93,Mobile,2024-04-22 05:00:00
W00801,P0484,C0389,132,13,Tablet,2024-03-08 17:10:00
W00802,P0365,C0205,123,31,TV,2024-02-18 19:20:00
W00803,P0225,C0304,18,44,Laptop,2024-03-23 18:16:00
W00804,P0484,C0155,85,23,Tablet,2024-02-15 10:17:00
W00805,P0194,C0207,56,40,Tablet,2024-02-01 04:21:00
W00806,P0196,C0241,8,83,Tablet,2024-05-24 14:01:00
W00807,P0400,C0325,37,79,TV,2024-04-23 00:53:00
W00808,P0260,C0136,110,100,Mobile,2024-03-25 19:10:00
W00809,P0057,C0233,133,20,TV,2024-04-20 21:34:00
W00810,P0457,C0125,101,45,Tablet,2024-05-11 06:18:00
W00811,P0113,C0137,68,83,Laptop,2024-03-13 15:14:00
W00812,P0213,C0119,132,89,Mobile,2024-04-01 00:42:00
W00813,P0279,C0135,41,33,TV,2024-04-30 17:44:00
W00814,P0244,C0106,130,94,Laptop,2024-02-08 06:08:00
W00815,P0380,C0299,74,49,Tablet,2024-04-20 17:50:00
W00816,P0117,C0134,139,51,Laptop,2024-03-03 12:16:00
W00817,P0386,C0156,108,96,Laptop,2024-04-19 01:08:00
W00818,P0451,C0356,118,30,Tablet,2024-02-12 15:43:00
W00819,P0087,C0311,59,90,TV,2024-02-03 04:55:00
W00820,P0410,C0197,125,60,Tablet,2024-03-01 15:45:00
W00821,P0381,C0382,127,90,Laptop,2024-03-02 22:17:00
W00822,P0367,C0341,7,64,Tablet,2024-03-15 05:37:00
W00823,P0263,C0270,96,94,Mobile,2024-04-03 22:07:00
W00824,P0484,C0394,123,13,Mobile,2024-05-17 22:41:00
W00825,P0300,C0327,145,71,Laptop,2024-02-07 10:38:00
W00826,P0417,C0227,65,96,Tablet,2024-01-19 19:47:00
W00827,P0113,C0380,105,34,Laptop,2024-03-03 09:48:00
W00828,P0448,C0121,120,79,Tablet,2024-05-10 14:29:00
W00829,P0164,C0346,37,23,Mobile,2024-03-05 16:54:00
W00830,P0004,C0190,82,50,Mobile,2024-04-29 10:02:00
W00831,P0118,C0106,28,66,Laptop,2024-01-08 11:30:00
W00832,P0023,C0366,56,47,Mobile,2024-03-13 08:28:00
